client_id,epoch,batch_index,latency_seconds,payload_size_mb,edge_forward,edge_backward,server_forward,server_backward,inter_delay,grad_delay
d20756ae,13,52,0.6269,8.5967,0.1134,0.1459,0.1026,0.1731,0.0618,0.0301
a9daf54c,14,53,0.5955,8.5963,0.1243,0.1678,0.0969,0.1663,0.0104,0.0298
d20756ae,14,53,0.6512,8.5964,0.1152,0.1957,0.0959,0.1716,0.0383,0.0347
a9daf54c,14,54,0.6367,8.5964,0.1315,0.1758,0.1047,0.1848,0.0100,0.0300
d20756ae,14,54,0.6370,8.5963,0.1441,0.1892,0.0937,0.1722,0.0091,0.0288
a9daf54c,14,55,0.6152,8.5968,0.1197,0.1583,0.1304,0.1557,0.0199,0.0312
d20756ae,14,55,0.5929,8.5967,0.1072,0.1610,0.1001,0.1827,0.0108,0.0312
a9daf54c,14,56,0.7052,8.5968,0.1084,0.1559,0.0972,0.1934,0.1150,0.0352
d20756ae,14,56,0.5984,8.5963,0.1187,0.1557,0.1036,0.1780,0.0171,0.0253
a9daf54c,15,57,0.6168,8.5968,0.1134,0.1909,0.1003,0.1714,0.0105,0.0304
d20756ae,15,57,0.6303,8.5965,0.1268,0.1716,0.1129,0.1708,0.0148,0.0334
a9daf54c,15,58,0.6836,8.5967,0.1415,0.2017,0.1007,0.1925,0.0103,0.0369
d20756ae,15,58,0.7176,8.5963,0.1265,0.1897,0.1084,0.2078,0.0397,0.0455
a9daf54c,15,59,0.6377,8.5967,0.1324,0.1595,0.1021,0.1948,0.0093,0.0396
d20756ae,15,59,0.6479,8.5964,0.1352,0.1806,0.1050,0.1834,0.0119,0.0317
a9daf54c,15,60,0.5848,8.5963,0.1153,0.1561,0.0959,0.1691,0.0198,0.0286
d20756ae,15,60,0.5676,8.5965,0.1127,0.1507,0.0956,0.1693,0.0100,0.0293
a9daf54c,16,61,0.6325,8.5968,0.1141,0.1644,0.0908,0.1840,0.0474,0.0319
d20756ae,16,61,0.6718,8.5967,0.1327,0.2234,0.0931,0.1609,0.0133,0.0483
a9daf54c,16,62,0.6358,8.5967,0.1082,0.1963,0.1057,0.1766,0.0163,0.0327
d20756ae,16,62,0.6316,8.5964,0.1318,0.1663,0.1060,0.1839,0.0129,0.0307
a9daf54c,16,63,0.6484,8.5964,0.1414,0.1518,0.1033,0.1867,0.0350,0.0302
d20756ae,16,63,0.5773,8.5967,0.1229,0.1554,0.0942,0.1565,0.0106,0.0377
a9daf54c,16,64,0.5780,8.5965,0.1268,0.1604,0.0900,0.1647,0.0091,0.0270
d20756ae,16,64,0.6123,8.5969,0.1238,0.1850,0.0970,0.1675,0.0094,0.0297
a9daf54c,17,65,0.6052,8.5964,0.1206,0.1969,0.0937,0.1581,0.0104,0.0254
d20756ae,17,65,0.6914,8.5968,0.1252,0.1757,0.1244,0.2111,0.0139,0.0410
a9daf54c,17,66,0.7325,8.5963,0.1366,0.1950,0.1031,0.1928,0.0682,0.0369
d20756ae,17,66,0.6345,8.5964,0.1201,0.1653,0.1161,0.1795,0.0161,0.0374
a9daf54c,17,67,0.6117,8.5964,0.1303,0.1727,0.1008,0.1690,0.0099,0.0290
d20756ae,17,67,0.6502,8.5966,0.1271,0.1765,0.1063,0.1962,0.0130,0.0311
a9daf54c,17,68,0.6401,8.5964,0.1288,0.1712,0.1038,0.1927,0.0146,0.0289
d20756ae,17,68,0.5853,8.5963,0.1173,0.1746,0.0972,0.1574,0.0132,0.0257
a9daf54c,18,69,0.6405,8.5964,0.1341,0.1823,0.1047,0.1716,0.0140,0.0337
d20756ae,18,69,0.7206,8.5963,0.1125,0.1971,0.1029,0.1925,0.0684,0.0472
